"PARAMETER","YEAR","LAT","LON","ANN","Month","UV_INDEX","month_numeric","date","month_year"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,21.5,1.83,"Jul",0.6,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,21.5,1.83,"Aug",0.89,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,21.5,1.83,"Sep",1.56,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,21.5,1.83,"Oct",2.18,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,21.5,1.83,"Nov",2.94,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,21.5,1.83,"Dec",3.22,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Jan",3.2,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Feb",2.7,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Mar",2.02,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Apr",1.28,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"May",0.77,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Jun",0.56,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Jul",0.62,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Aug",0.9,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Sep",1.52,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Oct",2.15,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Nov",2.88,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,22.5,1.81,"Dec",3.16,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Jan",3.19,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Feb",2.7,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Mar",2,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Apr",1.26,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"May",0.76,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Jun",0.57,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Jul",0.61,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Aug",0.9,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Sep",1.56,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Oct",2.12,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Nov",2.9,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-32.5,23.5,1.81,"Dec",3.09,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Jan",3.11,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Feb",2.53,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Mar",1.84,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Apr",1.12,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"May",0.65,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Jun",0.44,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Jul",0.51,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Aug",0.7,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Sep",1.27,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Oct",1.91,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Nov",2.67,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,18.5,1.65,"Dec",3.06,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Jan",3.15,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Feb",2.6,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Mar",1.91,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Apr",1.18,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"May",0.68,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Jun",0.45,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Jul",0.52,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Aug",0.73,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Sep",1.33,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Oct",1.94,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Nov",2.75,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,19.5,1.7,"Dec",3.11,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Jan",3.13,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Feb",2.56,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Mar",1.92,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Apr",1.21,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"May",0.7,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Jun",0.48,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Jul",0.54,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Aug",0.79,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Sep",1.43,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Oct",1.95,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Nov",2.8,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,20.5,1.72,"Dec",3.1,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Jan",3.05,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Feb",2.61,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Mar",1.92,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Apr",1.18,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"May",0.69,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Jun",0.47,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Jul",0.53,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Aug",0.78,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Sep",1.44,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Oct",1.92,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Nov",2.78,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,21.5,1.7,"Dec",3.08,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Jan",3,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Feb",2.58,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Mar",1.91,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Apr",1.16,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"May",0.69,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Jun",0.48,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Jul",0.54,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Aug",0.79,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Sep",1.44,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Oct",1.92,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Nov",2.73,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,22.5,1.69,"Dec",3.02,12,2013-12-01,"2013-12"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Jan",2.94,1,2013-01-01,"2013-01"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Feb",2.56,2,2013-02-01,"2013-02"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Mar",1.85,3,2013-03-01,"2013-03"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Apr",1.16,4,2013-04-01,"2013-04"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"May",0.69,5,2013-05-01,"2013-05"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Jun",0.49,6,2013-06-01,"2013-06"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Jul",0.54,7,2013-07-01,"2013-07"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Aug",0.81,8,2013-08-01,"2013-08"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Sep",1.43,9,2013-09-01,"2013-09"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Oct",1.9,10,2013-10-01,"2013-10"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Nov",2.7,11,2013-11-01,"2013-11"
"ALLSKY_SFC_UV_INDEX",2013,-33.5,23.5,1.67,"Dec",2.93,12,2013-12-01,"2013-12"
