"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94"
"50",0.301575,0.30628,0.283131,0.293308,0.299696,0.301441,0.282042,0.281957,0.28978,0.287285,0.299165,0.29429,0.282576,0.300126,0.307946,0.29455,0.291932,0.316404,0.294758,0.301013,0.291105,0.296612,0.288942,0.293374,0.298067,0.282038,0.293051,0.317342,0.303785,0.297225,0.291424,0.301696,0.309974,0.287806,0.288389,0.300404,0.285371,0.287775,0.285714,0.283677,0.286257,0.280757,0.289721,0.285587,0.274316,0.286709,0.297376,0.284627,0.28964,0,0.274987,0.277679,0.274296,0.269603,0.278214,0.28,0.279285,0.274425,0.278413,0.271298,0.276146,0.268879,0.27358,0.275958,0.276913,0.278934,0.272312,0.281226,0.275114,0.27662,0.277163,0.278999,0.278185,0.275146,0.292544,0.276068,0.282119,0.27013,0.275121,0.279129,0.272937,0.271921,0.269444,0.273004,0.278314,0.277174,0.28171,0.272314,0.278697,0.269942,0.278653,0.277538,0.276933,0.268511
"51",0.322205,0.31926,0.286898,0.308113,0.303476,0.311688,0.301608,0.301305,0.306752,0.296358,0.313328,0.297818,0.291816,0.315508,0.316113,0.312484,0.303768,0.345996,0.312069,0.328743,0.301486,0.307337,0.305315,0.295617,0.309475,0.298126,0.295606,0.324017,0.321913,0.307081,0.293631,0.307241,0.323499,0.299109,0.299567,0.301808,0.294986,0.276319,0.29399,0.291506,0.283401,0.283282,0.305676,0.297249,0.282215,0.288084,0.297408,0.281609,0.298469,0.274987,0,0.263332,0.263736,0.267308,0.269505,0.268426,0.260608,0.271392,0.263259,0.268966,0.266769,0.259217,0.264616,0.268788,0.264653,0.270647,0.26297,0.269181,0.261242,0.265037,0.263608,0.26514,0.256175,0.262688,0.271903,0.265821,0.261844,0.262289,0.260556,0.264728,0.273232,0.261619,0.263935,0.261808,0.26624,0.269103,0.266675,0.265979,0.270454,0.257715,0.264262,0.258048,0.259061,0.262287
"52",0.316968,0.316257,0.277693,0.298407,0.301829,0.311646,0.288866,0.289293,0.304078,0.290707,0.320705,0.28854,0.290163,0.307644,0.314344,0.298223,0.291688,0.334054,0.308727,0.319173,0.296919,0.299439,0.299621,0.297366,0.304508,0.297397,0.294006,0.321247,0.320412,0.291815,0.281662,0.303245,0.326421,0.293954,0.29458,0.297571,0.289727,0.275792,0.289708,0.291433,0.279143,0.28366,0.301628,0.290974,0.272635,0.284174,0.299439,0.262824,0.296094,0.277679,0.263332,0,0.257052,0.264728,0.267681,0.267563,0.265498,0.263711,0.261771,0.258949,0.248352,0.262414,0.2672,0.260356,0.265397,0.256547,0.260538,0.258479,0.260102,0.256107,0.267733,0.26487,0.25519,0.25279,0.265371,0.265589,0.256712,0.261771,0.256079,0.262871,0.264185,0.261416,0.258158,0.250635,0.262335,0.255888,0.262449,0.256394,0.263319,0.25932,0.259603,0.249555,0.255457,0.257215
"53",0.311004,0.305711,0.277595,0.291392,0.297713,0.311075,0.275578,0.276292,0.297465,0.287652,0.301927,0.28597,0.283168,0.307127,0.310542,0.299289,0.289178,0.334521,0.307819,0.309342,0.286879,0.302655,0.295316,0.286638,0.306299,0.287028,0.293998,0.31442,0.311434,0.299592,0.283304,0.302665,0.320092,0.286727,0.286476,0.287687,0.292881,0.272773,0.283007,0.283236,0.283684,0.280382,0.293639,0.289096,0.273489,0.28167,0.295785,0.273398,0.292228,0.274296,0.263736,0.257052,0,0.259188,0.266937,0.258568,0.260742,0.261221,0.25739,0.258511,0.262757,0.264601,0.261566,0.261578,0.257677,0.258463,0.260742,0.269874,0.256805,0.264137,0.262316,0.261784,0.256904,0.25419,0.269769,0.267593,0.255835,0.257383,0.259739,0.263332,0.266384,0.257807,0.252975,0.253875,0.261584,0.25824,0.256489,0.256466,0.262063,0.262637,0.260825,0.247009,0.261814,0.258682
"54",0.31817,0.308662,0.275528,0.299543,0.306554,0.300865,0.28586,0.28628,0.306489,0.287513,0.30494,0.296206,0.289985,0.312341,0.31882,0.29531,0.297595,0.324732,0.29791,0.314315,0.294403,0.293567,0.292407,0.285496,0.30243,0.282804,0.29375,0.318807,0.323755,0.298924,0.29417,0.303971,0.314991,0.286204,0.286405,0.30694,0.289019,0.268908,0.291294,0.288314,0.281258,0.274994,0.300128,0.291988,0.267202,0.287261,0.296182,0.27398,0.287589,0.269603,0.267308,0.264728,0.259188,0,0.264826,0.261905,0.25925,0.25965,0.256715,0.265111,0.257325,0.261192,0.266394,0.261808,0.262638,0.263602,0.25606,0.262581,0.264098,0.259974,0.263015,0.260361,0.263606,0.264721,0.260398,0.261838,0.26145,0.259719,0.259069,0.26185,0.259025,0.256312,0.25483,0.258287,0.26871,0.25369,0.263339,0.262716,0.259155,0.258665,0.260931,0.260914,0.260648,0.26093
"55",0.316612,0.319954,0.285172,0.304419,0.312373,0.309783,0.301798,0.300889,0.314065,0.301946,0.316376,0.296381,0.300737,0.32225,0.321528,0.308619,0.304912,0.332572,0.314637,0.326918,0.305365,0.309809,0.305478,0.307235,0.312103,0.296433,0.294953,0.32227,0.329144,0.312373,0.290739,0.315363,0.327749,0.301515,0.302252,0.310763,0.296792,0.276639,0.300939,0.292282,0.285371,0.282973,0.307643,0.289709,0.279889,0.289187,0.308662,0.277651,0.309825,0.278214,0.269505,0.267681,0.266937,0.264826,0,0.276146,0.265221,0.269831,0.265311,0.26769,0.268228,0.273201,0.269016,0.268977,0.272263,0.256156,0.268002,0.273987,0.259452,0.27751,0.264676,0.268074,0.267568,0.263998,0.273212,0.269524,0.268083,0.262837,0.258947,0.261272,0.27,0.257729,0.271281,0.26109,0.263713,0.261315,0.261542,0.259985,0.262662,0.26925,0.272993,0.261416,0.266219,0.262386
"56",0.329566,0.315936,0.281646,0.307352,0.311215,0.315044,0.2904,0.289815,0.308451,0.29469,0.314051,0.303799,0.296823,0.315457,0.333884,0.305224,0.302266,0.337907,0.313703,0.320461,0.301755,0.306016,0.313005,0.299772,0.318032,0.293376,0.305048,0.328814,0.322409,0.313248,0.289041,0.306076,0.332181,0.296993,0.298026,0.305689,0.299924,0.273614,0.298375,0.298395,0.29,0.28744,0.304949,0.299668,0.281044,0.281899,0.308359,0.275114,0.304535,0.28,0.268426,0.267563,0.258568,0.261905,0.276146,0,0.253805,0.265165,0.258906,0.266802,0.262351,0.268125,0.264527,0.265296,0.266786,0.270257,0.258179,0.268866,0.253932,0.266658,0.271171,0.259484,0.262326,0.259189,0.269602,0.260626,0.265309,0.257499,0.2693,0.273556,0.266222,0.264326,0.257331,0.266726,0.265685,0.263031,0.260152,0.267645,0.262354,0.265265,0.272115,0.264161,0.260142,0.259479
"57",0.314838,0.312104,0.284826,0.297824,0.302261,0.308589,0.290662,0.290458,0.298099,0.293767,0.31288,0.294328,0.287369,0.310345,0.324892,0.310467,0.297601,0.336558,0.307282,0.318113,0.299236,0.291677,0.300683,0.288466,0.309791,0.289212,0.291487,0.323388,0.320992,0.299923,0.290261,0.306317,0.326026,0.295621,0.295892,0.302128,0.29116,0.269602,0.28875,0.29324,0.286258,0.284241,0.298067,0.290739,0.272981,0.28934,0.298443,0.276379,0.29632,0.279285,0.260608,0.265498,0.260742,0.25925,0.265221,0.253805,0,0.263333,0.255858,0.257245,0.261802,0.258665,0.262643,0.259858,0.268483,0.263486,0.263392,0.262143,0.256417,0.25446,0.263606,0.266853,0.268043,0.258446,0.264496,0.259302,0.265593,0.258147,0.253397,0.261929,0.271186,0.257938,0.261459,0.261173,0.256612,0.254244,0.266455,0.265906,0.25523,0.264026,0.262984,0.255471,0.255333,0.259058
"58",0.316175,0.31888,0.284983,0.307938,0.303896,0.309481,0.286793,0.286595,0.310583,0.296627,0.312948,0.303995,0.293325,0.311557,0.318322,0.301768,0.297634,0.336798,0.308451,0.321474,0.29887,0.299897,0.303854,0.296831,0.319537,0.286818,0.294464,0.324456,0.316093,0.303346,0.289972,0.305399,0.329369,0.293847,0.294118,0.309323,0.29239,0.272774,0.295076,0.295577,0.286774,0.280046,0.309341,0.301858,0.271063,0.285568,0.296811,0.276269,0.298055,0.274425,0.271392,0.263711,0.261221,0.25965,0.269831,0.265165,0.263333,0,0.267729,0.267239,0.266573,0.264328,0.268196,0.268274,0.260247,0.263023,0.259292,0.28155,0.26494,0.267848,0.269371,0.264375,0.263097,0.265873,0.276866,0.267292,0.261826,0.259055,0.260774,0.259601,0.27388,0.261722,0.267305,0.259867,0.261221,0.258436,0.267504,0.272809,0.265303,0.262484,0.262455,0.25943,0.270166,0.258942
"59",0.311208,0.306968,0.274797,0.29787,0.294575,0.297359,0.285569,0.285641,0.299924,0.288471,0.305111,0.284635,0.283601,0.303431,0.30569,0.291624,0.28915,0.32182,0.293437,0.313486,0.30051,0.292627,0.29655,0.285823,0.30207,0.29076,0.280199,0.320229,0.312675,0.296983,0.2821,0.291274,0.316979,0.291878,0.291868,0.297867,0.287002,0.268752,0.283274,0.292764,0.275489,0.276558,0.296608,0.290918,0.262153,0.286495,0.286262,0.274777,0.292038,0.278413,0.263259,0.261771,0.25739,0.256715,0.265311,0.258906,0.255858,0.267729,0,0.26541,0.261129,0.257665,0.263761,0.261923,0.263009,0.264346,0.269554,0.266555,0.258282,0.256639,0.263063,0.26759,0.255398,0.255663,0.269946,0.25607,0.259975,0.262446,0.266812,0.265207,0.264107,0.26788,0.262183,0.267948,0.261741,0.262957,0.265613,0.276607,0.250384,0.258335,0.273551,0.253887,0.263305,0.263653
"60",0.321456,0.30898,0.287145,0.312421,0.310371,0.309873,0.28769,0.287077,0.301392,0.288194,0.311914,0.306641,0.292546,0.318262,0.322137,0.305711,0.298138,0.343003,0.312104,0.326947,0.298192,0.293645,0.299064,0.2887,0.301197,0.294358,0.292101,0.32344,0.319847,0.310077,0.287525,0.309868,0.324622,0.289547,0.289914,0.302228,0.294356,0.270654,0.29583,0.291507,0.289374,0.287188,0.303408,0.29123,0.275,0.278651,0.301557,0.267403,0.299112,0.271298,0.268966,0.258949,0.258511,0.265111,0.26769,0.266802,0.257245,0.267239,0.26541,0,0.259833,0.264519,0.265939,0.263726,0.261186,0.25286,0.266074,0.272938,0.258516,0.270181,0.267019,0.262978,0.26,0.261294,0.270394,0.264908,0.263245,0.269661,0.256982,0.263004,0.264388,0.26269,0.267148,0.263773,0.262656,0.259503,0.262522,0.255699,0.266327,0.258122,0.269857,0.257503,0.258761,0.256141
"61",0.321937,0.318596,0.288354,0.29856,0.305429,0.312294,0.291688,0.29136,0.305113,0.286545,0.318815,0.297807,0.294334,0.30741,0.320549,0.302535,0.301375,0.333884,0.30778,0.328857,0.29794,0.298114,0.300834,0.293143,0.315267,0.291465,0.302334,0.32552,0.324403,0.302266,0.281827,0.302558,0.324245,0.292246,0.292584,0.299494,0.293025,0.264371,0.288979,0.298089,0.283616,0.284516,0.30315,0.295989,0.275976,0.289407,0.301478,0.271689,0.288954,0.276146,0.266769,0.248352,0.262757,0.257325,0.268228,0.262351,0.261802,0.266573,0.261129,0.259833,0,0.266539,0.26243,0.25533,0.265892,0.258638,0.268714,0.264306,0.261488,0.26271,0.25676,0.270291,0.265807,0.264125,0.267699,0.262153,0.2617,0.255846,0.260992,0.25887,0.266222,0.253868,0.259985,0.255198,0.257114,0.254299,0.2705,0.259863,0.262796,0.258677,0.263532,0.251905,0.261603,0.254805
"62",0.313042,0.312214,0.279995,0.304795,0.301733,0.314199,0.293669,0.293112,0.301779,0.289888,0.313199,0.292296,0.291146,0.308005,0.317138,0.306164,0.296367,0.331803,0.303789,0.314852,0.295582,0.301049,0.303399,0.289327,0.310041,0.287871,0.298243,0.329219,0.316628,0.299105,0.292959,0.302722,0.328109,0.293274,0.293647,0.3032,0.286748,0.280447,0.29495,0.293862,0.280122,0.280628,0.29648,0.299923,0.270171,0.283134,0.298311,0.276235,0.284097,0.268879,0.259217,0.262414,0.264601,0.261192,0.273201,0.268125,0.258665,0.264328,0.257665,0.264519,0.266539,0,0.268339,0.26301,0.269921,0.259561,0.260892,0.276018,0.26236,0.251277,0.269002,0.272162,0.262316,0.264758,0.269437,0.254985,0.26277,0.26397,0.259121,0.262408,0.268032,0.265148,0.261868,0.256365,0.264916,0.262576,0.266879,0.271077,0.252046,0.257634,0.27094,0.257456,0.258278,0.263459
"63",0.316667,0.316717,0.28912,0.300228,0.311055,0.308209,0.288686,0.288241,0.303648,0.2868,0.309965,0.299617,0.292621,0.310489,0.316205,0.305612,0.301964,0.334012,0.307741,0.328767,0.299108,0.300638,0.300911,0.290748,0.316815,0.300893,0.300254,0.325717,0.318911,0.310156,0.282201,0.304033,0.330984,0.299544,0.299747,0.299063,0.292078,0.271805,0.295651,0.284967,0.285243,0.28735,0.303154,0.288565,0.273281,0.292005,0.303649,0.276366,0.299619,0.27358,0.264616,0.2672,0.261566,0.266394,0.269016,0.264527,0.262643,0.268196,0.263761,0.265939,0.26243,0.268339,0,0.262522,0.26809,0.265394,0.261306,0.276978,0.271861,0.252419,0.269667,0.271277,0.266017,0.260594,0.272173,0.264908,0.273257,0.268526,0.260313,0.264975,0.267848,0.268987,0.263098,0.267014,0.267557,0.258485,0.272427,0.262031,0.261285,0.264713,0.261262,0.256039,0.265617,0.264304
"64",0.315541,0.308581,0.27868,0.30557,0.305697,0.304767,0.291667,0.292282,0.297818,0.284102,0.315102,0.296396,0.296409,0.310091,0.312404,0.302337,0.294028,0.332442,0.306021,0.314373,0.292198,0.297394,0.301215,0.294595,0.302957,0.292923,0.298373,0.324396,0.318564,0.305286,0.280203,0.300711,0.320503,0.2868,0.28731,0.301267,0.291181,0.271378,0.295368,0.290549,0.278243,0.288006,0.30168,0.296903,0.278963,0.287856,0.300843,0.268634,0.29355,0.275958,0.268788,0.260356,0.261578,0.261808,0.268977,0.265296,0.259858,0.268274,0.261923,0.263726,0.25533,0.26301,0.262522,0,0.256332,0.258335,0.269651,0.268459,0.257125,0.258731,0.261425,0.259316,0.266286,0.266633,0.270473,0.262688,0.263131,0.265792,0.268718,0.265812,0.270062,0.263921,0.2685,0.261759,0.264841,0.266354,0.261765,0.262871,0.261546,0.26156,0.251147,0.255601,0.250763,0.26616
"65",0.318484,0.312819,0.286534,0.300866,0.304554,0.309839,0.284201,0.284763,0.30051,0.284094,0.306279,0.29383,0.296031,0.309408,0.321986,0.304548,0.302105,0.3312,0.313155,0.324228,0.294977,0.304443,0.307154,0.292092,0.310305,0.295379,0.290516,0.327458,0.318147,0.303054,0.288628,0.299515,0.323749,0.292537,0.29342,0.298905,0.284968,0.278331,0.291016,0.286576,0.281904,0.291517,0.298567,0.296087,0.271961,0.28989,0.305598,0.271345,0.300894,0.276913,0.264653,0.265397,0.257677,0.262638,0.272263,0.266786,0.268483,0.260247,0.263009,0.261186,0.265892,0.269921,0.26809,0.256332,0,0.261893,0.26157,0.268088,0.264962,0.262753,0.269271,0.269182,0.263574,0.271254,0.273471,0.266914,0.264601,0.266393,0.25406,0.267875,0.273714,0.266803,0.268535,0.256771,0.267469,0.265426,0.263427,0.25924,0.268343,0.268003,0.268955,0.259918,0.26342,0.260642
"66",0.31919,0.316451,0.283414,0.297821,0.310512,0.313467,0.286186,0.28566,0.300101,0.293431,0.318701,0.303937,0.291592,0.308473,0.322166,0.307448,0.299617,0.338726,0.3095,0.323895,0.303439,0.298441,0.309524,0.296498,0.307398,0.295402,0.295374,0.328844,0.322293,0.305719,0.288559,0.311786,0.330085,0.294222,0.295178,0.307556,0.2889,0.272647,0.293024,0.29553,0.282813,0.29241,0.30494,0.298055,0.279599,0.30521,0.305392,0.26838,0.300051,0.278934,0.270647,0.256547,0.258463,0.263602,0.256156,0.270257,0.263486,0.263023,0.264346,0.25286,0.258638,0.259561,0.265394,0.258335,0.261893,0,0.263606,0.271348,0.260814,0.257715,0.263294,0.268441,0.259888,0.261875,0.268321,0.273145,0.266049,0.260127,0.261349,0.263024,0.270003,0.262837,0.255891,0.259975,0.262917,0.258056,0.263232,0.25894,0.259949,0.259843,0.255861,0.25859,0.261499,0.256657
"67",0.317812,0.311168,0.277581,0.303011,0.306911,0.31003,0.285714,0.285823,0.29815,0.285208,0.309554,0.300357,0.29137,0.30664,0.317731,0.311151,0.296121,0.333079,0.306218,0.320015,0.300178,0.298443,0.303391,0.292828,0.310652,0.29615,0.296442,0.330117,0.313057,0.307859,0.28365,0.309965,0.327949,0.296381,0.297263,0.308228,0.286383,0.275552,0.293182,0.292655,0.285678,0.282841,0.307956,0.294298,0.273985,0.285914,0.302296,0.276436,0.298858,0.272312,0.26297,0.260538,0.260742,0.25606,0.268002,0.258179,0.263392,0.259292,0.269554,0.266074,0.268714,0.260892,0.261306,0.269651,0.26157,0.263606,0,0.268707,0.267158,0.261401,0.258318,0.264631,0.259311,0.261554,0.2697,0.266633,0.259757,0.26279,0.260502,0.267572,0.263104,0.266574,0.261832,0.257237,0.258011,0.257472,0.269065,0.258865,0.264286,0.259898,0.261074,0.255912,0.256094,0.266903
"68",0.316941,0.31859,0.295332,0.306807,0.309561,0.319323,0.29202,0.293126,0.306332,0.299769,0.308156,0.299871,0.297297,0.312404,0.318451,0.308888,0.302401,0.333719,0.307159,0.321364,0.302808,0.297677,0.302584,0.297308,0.309714,0.293593,0.301489,0.321053,0.317866,0.305104,0.300513,0.313446,0.321244,0.300486,0.301205,0.307889,0.298207,0.288407,0.297993,0.292441,0.285274,0.291785,0.297916,0.290589,0.276508,0.291656,0.301032,0.281788,0.306083,0.281226,0.269181,0.258479,0.269874,0.262581,0.273987,0.268866,0.262143,0.28155,0.266555,0.272938,0.264306,0.276018,0.276978,0.268459,0.268088,0.271348,0.268707,0,0.270239,0.267756,0.270214,0.274334,0.268443,0.275096,0.273452,0.270232,0.274487,0.268795,0.272668,0.270791,0.265966,0.269517,0.268817,0.262908,0.274575,0.273007,0.278021,0.278048,0.267604,0.271561,0.277992,0.270131,0.264895,0.275557
"69",0.324383,0.31426,0.289193,0.311567,0.307321,0.313783,0.285914,0.286606,0.293685,0.281298,0.31223,0.300537,0.294627,0.306415,0.314664,0.302541,0.299005,0.335667,0.31196,0.313927,0.304508,0.296935,0.296001,0.291709,0.304231,0.294305,0.302668,0.319025,0.317719,0.301608,0.288106,0.303349,0.315992,0.299418,0.300456,0.302508,0.29078,0.271758,0.287277,0.292751,0.288052,0.283822,0.30084,0.298567,0.279964,0.285551,0.301966,0.274911,0.297589,0.275114,0.261242,0.260102,0.256805,0.264098,0.259452,0.253932,0.256417,0.26494,0.258282,0.258516,0.261488,0.26236,0.271861,0.257125,0.264962,0.260814,0.267158,0.270239,0,0.260005,0.268456,0.261657,0.26773,0.26632,0.277213,0.267338,0.268061,0.260061,0.270887,0.267776,0.260401,0.267726,0.26513,0.265939,0.263747,0.25393,0.261378,0.265079,0.262124,0.257234,0.26553,0.259099,0.259654,0.262918
"70",0.323297,0.317777,0.288002,0.289754,0.304254,0.314754,0.282188,0.282015,0.303277,0.285352,0.312706,0.298695,0.294643,0.309596,0.315179,0.309796,0.294862,0.326918,0.308113,0.325108,0.302041,0.302379,0.300279,0.287656,0.300051,0.296112,0.302089,0.332146,0.321137,0.299744,0.288745,0.308289,0.32944,0.301497,0.301956,0.303553,0.287056,0.275489,0.289172,0.285733,0.281393,0.281378,0.299668,0.300103,0.270738,0.295397,0.299821,0.279165,0.298397,0.27662,0.265037,0.256107,0.264137,0.259974,0.27751,0.266658,0.25446,0.267848,0.256639,0.270181,0.26271,0.251277,0.252419,0.258731,0.262753,0.257715,0.261401,0.267756,0.260005,0,0.265891,0.266624,0.259711,0.261002,0.273179,0.264045,0.253303,0.261552,0.261868,0.266455,0.271815,0.262401,0.255773,0.26279,0.261668,0.255587,0.263889,0.257999,0.262014,0.270738,0.262561,0.263131,0.256616,0.264728
"71",0.323735,0.311131,0.287259,0.308117,0.304359,0.31152,0.29361,0.292818,0.309236,0.293928,0.315106,0.296762,0.297598,0.314076,0.323864,0.315708,0.311675,0.334281,0.306157,0.322385,0.290773,0.303497,0.308246,0.295601,0.308717,0.291451,0.297963,0.326675,0.324638,0.299327,0.286873,0.312307,0.323323,0.293112,0.293361,0.308997,0.294859,0.276834,0.302221,0.29622,0.287442,0.286065,0.306481,0.287458,0.279124,0.288566,0.302356,0.271484,0.299613,0.277163,0.263608,0.267733,0.262316,0.263015,0.264676,0.271171,0.263606,0.269371,0.263063,0.267019,0.25676,0.269002,0.269667,0.261425,0.269271,0.263294,0.258318,0.270214,0.268456,0.265891,0,0.26466,0.264328,0.262175,0.268705,0.268375,0.262548,0.262723,0.259423,0.266486,0.266501,0.261727,0.2633,0.264236,0.257548,0.257525,0.268645,0.267747,0.268643,0.264357,0.269509,0.261419,0.268695,0.264403
"72",0.327752,0.319595,0.283729,0.313619,0.31193,0.32298,0.29661,0.296701,0.311569,0.30202,0.316355,0.30028,0.297184,0.309265,0.32247,0.308783,0.295015,0.336039,0.316721,0.321826,0.298883,0.305852,0.305345,0.298509,0.312976,0.292186,0.306407,0.334683,0.323865,0.310783,0.288656,0.312137,0.328137,0.303657,0.30437,0.302625,0.291067,0.269017,0.299949,0.298779,0.288296,0.292968,0.306746,0.302142,0.276878,0.293069,0.301272,0.277482,0.308042,0.278999,0.26514,0.26487,0.261784,0.260361,0.268074,0.259484,0.266853,0.264375,0.26759,0.262978,0.270291,0.272162,0.271277,0.259316,0.269182,0.268441,0.264631,0.274334,0.261657,0.266624,0.26466,0,0.268046,0.265056,0.269124,0.263151,0.266103,0.263011,0.268131,0.273084,0.267025,0.266835,0.262427,0.268608,0.272635,0.264966,0.26039,0.268687,0.269769,0.25955,0.269348,0.268636,0.27443,0.265211
"73",0.323947,0.321077,0.284505,0.297478,0.31155,0.318308,0.289707,0.289574,0.30846,0.283965,0.31539,0.297225,0.290462,0.31119,0.314101,0.310301,0.295576,0.332911,0.311457,0.320905,0.301676,0.306792,0.304463,0.295655,0.310564,0.295726,0.294632,0.325955,0.321202,0.305492,0.294794,0.309735,0.326604,0.293138,0.293709,0.303635,0.300151,0.27862,0.292343,0.290437,0.291761,0.289467,0.29716,0.301377,0.273337,0.28781,0.307761,0.283815,0.298887,0.278185,0.256175,0.25519,0.256904,0.263606,0.267568,0.262326,0.268043,0.263097,0.255398,0.26,0.265807,0.262316,0.266017,0.266286,0.263574,0.259888,0.259311,0.268443,0.26773,0.259711,0.264328,0.268046,0,0.262146,0.268052,0.265184,0.255432,0.259325,0.261491,0.267324,0.266701,0.257783,0.260217,0.255758,0.263885,0.261303,0.259625,0.260985,0.261251,0.266625,0.271621,0.258367,0.254049,0.258142
"74",0.314344,0.314829,0.275963,0.297017,0.302057,0.313512,0.283143,0.283355,0.301975,0.293343,0.31527,0.300357,0.28831,0.310807,0.316565,0.306648,0.292357,0.331894,0.314622,0.320659,0.296871,0.304897,0.301794,0.295823,0.31013,0.290594,0.294088,0.32209,0.325369,0.299185,0.286094,0.305373,0.324034,0.2933,0.293693,0.306272,0.295397,0.273487,0.28936,0.283202,0.279762,0.280829,0.306607,0.294125,0.278144,0.28499,0.296381,0.275057,0.29716,0.275146,0.262688,0.25279,0.25419,0.264721,0.263998,0.259189,0.258446,0.265873,0.255663,0.261294,0.264125,0.264758,0.260594,0.266633,0.271254,0.261875,0.261554,0.275096,0.26632,0.261002,0.262175,0.265056,0.262146,0,0.269426,0.264249,0.261266,0.269006,0.257037,0.261917,0.268027,0.256342,0.257967,0.255451,0.260295,0.257403,0.26841,0.261893,0.256943,0.256592,0.266217,0.25108,0.255009,0.267839
"75",0.320901,0.311802,0.28912,0.307264,0.318124,0.309554,0.291191,0.291624,0.307069,0.296174,0.320061,0.298978,0.298625,0.318297,0.323365,0.315215,0.295588,0.345165,0.312643,0.321746,0.302803,0.312436,0.308704,0.297719,0.315065,0.293795,0.306812,0.333629,0.321329,0.306456,0.297414,0.307282,0.33124,0.308023,0.307809,0.307244,0.29519,0.276002,0.297761,0.292751,0.286022,0.286551,0.306029,0.30284,0.276833,0.294364,0.311032,0.28388,0.299188,0.292544,0.271903,0.265371,0.269769,0.260398,0.273212,0.269602,0.264496,0.276866,0.269946,0.270394,0.267699,0.269437,0.272173,0.270473,0.273471,0.268321,0.2697,0.273452,0.277213,0.273179,0.268705,0.269124,0.268052,0.269426,0,0.265043,0.267486,0.268976,0.269083,0.272277,0.27414,0.25997,0.270701,0.268547,0.269348,0.267427,0.269074,0.269572,0.27086,0.268977,0.277481,0.265955,0.269495,0.269065
"76",0.323462,0.308172,0.289112,0.310279,0.315608,0.320457,0.295368,0.293847,0.310196,0.287421,0.311038,0.298028,0.301762,0.31215,0.316407,0.306448,0.295292,0.342992,0.315093,0.327564,0.299693,0.303302,0.311802,0.295322,0.313858,0.298542,0.304564,0.326247,0.321164,0.299795,0.295142,0.302876,0.328069,0.295126,0.294888,0.306021,0.295708,0.276068,0.301249,0.292424,0.278301,0.292263,0.301379,0.29623,0.280097,0.287096,0.308195,0.275172,0.307663,0.276068,0.265821,0.265589,0.267593,0.261838,0.269524,0.260626,0.259302,0.267292,0.25607,0.264908,0.262153,0.254985,0.264908,0.262688,0.266914,0.273145,0.266633,0.270232,0.267338,0.264045,0.268375,0.263151,0.265184,0.264249,0.265043,0,0.268937,0.263857,0.263232,0.267252,0.262561,0.262354,0.266828,0.264076,0.264098,0.257687,0.255609,0.262837,0.259084,0.257321,0.272983,0.257583,0.268535,0.264295
"77",0.3145,0.307897,0.284341,0.294927,0.311708,0.311063,0.291899,0.291571,0.300177,0.284794,0.311077,0.298956,0.298045,0.309452,0.314721,0.308842,0.293766,0.330754,0.307848,0.320263,0.297459,0.293608,0.30381,0.296385,0.30211,0.295952,0.291888,0.323797,0.318193,0.299313,0.288802,0.306729,0.32856,0.290762,0.29115,0.302096,0.290836,0.283835,0.295864,0.285514,0.283962,0.283155,0.295662,0.288412,0.271197,0.291066,0.29888,0.283143,0.297318,0.282119,0.261844,0.256712,0.255835,0.26145,0.268083,0.265309,0.265593,0.261826,0.259975,0.263245,0.2617,0.26277,0.273257,0.263131,0.264601,0.266049,0.259757,0.274487,0.268061,0.253303,0.262548,0.266103,0.255432,0.261266,0.267486,0.268937,0,0.261681,0.259964,0.266709,0.272611,0.265198,0.259596,0.259498,0.265228,0.251896,0.259067,0.264342,0.263673,0.263604,0.263959,0.263251,0.261844,0.260546
"78",0.3114,0.311563,0.277044,0.300051,0.305499,0.301904,0.276817,0.27707,0.301599,0.288017,0.305739,0.29204,0.29189,0.303531,0.315098,0.302876,0.290846,0.333928,0.303381,0.307575,0.294515,0.297622,0.302612,0.292534,0.303704,0.289527,0.298753,0.323417,0.320719,0.297446,0.280345,0.306509,0.325925,0.296169,0.2968,0.297589,0.286403,0.267726,0.290647,0.2894,0.283791,0.275906,0.301656,0.300128,0.266913,0.28457,0.295013,0.269162,0.295195,0.27013,0.262289,0.261771,0.257383,0.259719,0.262837,0.257499,0.258147,0.259055,0.262446,0.269661,0.255846,0.26397,0.268526,0.265792,0.266393,0.260127,0.26279,0.268795,0.260061,0.261552,0.262723,0.263011,0.259325,0.269006,0.268976,0.263857,0.261681,0,0.250385,0.26793,0.27592,0.258774,0.260528,0.258586,0.265298,0.254506,0.253057,0.259711,0.263676,0.254832,0.262057,0.258599,0.266098,0.25311
